homelat,homelon,homecontinent,country,n
10.841391,123.498609,Southeast Asia,Philippines,0
10.841591,13.452661,Sub-Saharan Africa,Nigeria,4
10.842934,13.483585,Sub-Saharan Africa,Nigeria,3
10.84309,123.499671,Southeast Asia,Philippines,1
10.843568,14.68046,Sub-Saharan Africa,Cameroon,1
10.843611,13.224722,Sub-Saharan Africa,Nigeria,0
10.84888,11.43225,Sub-Saharan Africa,Nigeria,0
10.849199,12.215991,Sub-Saharan Africa,Nigeria,19
10.850516,76.271083,South Asia,India,2
10.850635,12.21642,Sub-Saharan Africa,Nigeria,4
10.850832,11.431111,Sub-Saharan Africa,Nigeria,25
10.852754,13.550872,Sub-Saharan Africa,Nigeria,5
10.853887,13.124442,Sub-Saharan Africa,Nigeria,2
10.854444,11.431944,Sub-Saharan Africa,Nigeria,1
10.854839,-74.777715,South America,Colombia,1
10.855833,13.280556,Sub-Saharan Africa,Nigeria,3
10.857081,25.161361,Sub-Saharan Africa,Sudan,2
10.857757,13.612441,Sub-Saharan Africa,Nigeria,2
10.85887,-74.77304,South America,Colombia,5
10.860833,12.962222,Sub-Saharan Africa,Nigeria,1
10.862454,124.88112,Southeast Asia,Philippines,0
10.865666,12.975619,Sub-Saharan Africa,Nigeria,15
10.86583,12.84702,Sub-Saharan Africa,Nigeria,10
10.866518,14.150657,Sub-Saharan Africa,Cameroon,2
10.867475,12.975405,Sub-Saharan Africa,Nigeria,0
10.868109,12.709338,Sub-Saharan Africa,Nigeria,0
10.868252,13.250991,Sub-Saharan Africa,Nigeria,5
10.868335,13.882501,Sub-Saharan Africa,Cameroon,12
10.868446,12.847064,Sub-Saharan Africa,Nigeria,8
10.86875,12.847764,Sub-Saharan Africa,Nigeria,0
10.869117,12.847487,Sub-Saharan Africa,Nigeria,0
10.869177,12.847695,Sub-Saharan Africa,Nigeria,3
10.86919,12.847792,Sub-Saharan Africa,Nigeria,0
10.869205,12.847621,Sub-Saharan Africa,Nigeria,41
10.869414,12.850553,Sub-Saharan Africa,Nigeria,7
10.869664,12.848608,Sub-Saharan Africa,Nigeria,15
10.869717,13.539913,Sub-Saharan Africa,Nigeria,0
10.870107,12.847632,Sub-Saharan Africa,Nigeria,4
10.870986,12.848914,Sub-Saharan Africa,Nigeria,2
10.871077,12.850829,Sub-Saharan Africa,Nigeria,0
10.872993,13.539337,Sub-Saharan Africa,Nigeria,4
10.873409,13.54068,Sub-Saharan Africa,Nigeria,20
10.874529,13.455988,Sub-Saharan Africa,Nigeria,10
10.87476,49.539269,Sub-Saharan Africa,Somalia,0
10.875,13.328889,Sub-Saharan Africa,Nigeria,3
10.875119,13.52916,Sub-Saharan Africa,Nigeria,0
10.87604,12.922417,Sub-Saharan Africa,Nigeria,0
10.876389,12.663056,Sub-Saharan Africa,Nigeria,20
10.876389,12.923889,Sub-Saharan Africa,Nigeria,1
10.877867,12.49716,Sub-Saharan Africa,Nigeria,3
10.878378,123.408287,Southeast Asia,Philippines,2
10.88,122.43,Southeast Asia,Philippines,0
10.880225,119.420898,Southeast Asia,Philippines,0
10.880833,13.578333,Sub-Saharan Africa,Nigeria,0
10.880887,12.503084,Sub-Saharan Africa,Nigeria,4
10.882292,123.065066,Southeast Asia,Philippines,0
10.88333,13.31667,Sub-Saharan Africa,Nigeria,4
10.885556,12.704167,Sub-Saharan Africa,Nigeria,27
10.885618,11.51486,Sub-Saharan Africa,Nigeria,5
10.885779,11.516403,Sub-Saharan Africa,Nigeria,0
10.886003,13.630308,Sub-Saharan Africa,Nigeria,0
10.886389,12.945833,Sub-Saharan Africa,Nigeria,0
10.886576,79.116748,South Asia,India,0
10.887073,12.704177,Sub-Saharan Africa,Nigeria,0
10.888279,12.945425,Sub-Saharan Africa,Nigeria,0
10.8887,-72.85153,South America,Colombia,0
10.888939,13.629118,Sub-Saharan Africa,Nigeria,6
10.889103,13.627587,Sub-Saharan Africa,Nigeria,11
10.889167,13.628056,Sub-Saharan Africa,Nigeria,1
10.889425,123.415368,Southeast Asia,Philippines,0
10.890739,13.627703,Sub-Saharan Africa,Nigeria,6
10.890754,13.628005,Sub-Saharan Africa,Nigeria,4
10.890811,13.627232,Sub-Saharan Africa,Nigeria,6
10.890928,13.627589,Sub-Saharan Africa,Nigeria,118
10.891027,13.627237,Sub-Saharan Africa,Nigeria,4
10.891217,13.627525,Sub-Saharan Africa,Nigeria,7
10.891553,13.630358,Sub-Saharan Africa,Nigeria,7
10.891605,13.627317,Sub-Saharan Africa,Nigeria,30
10.89171,13.626244,Sub-Saharan Africa,Nigeria,0
10.891721,13.640285,Sub-Saharan Africa,Nigeria,11
10.892093,-84.78599,Central America & Caribbean,Nicaragua,0
10.89234,123.353798,Southeast Asia,Philippines,1
10.892436,13.627661,Sub-Saharan Africa,Nigeria,0
10.892867,123.415243,Southeast Asia,Philippines,0
10.893,122.434998,Southeast Asia,Philippines,1
10.89402,-74.09978,South America,Colombia,0
10.894083,10.380403,Sub-Saharan Africa,Nigeria,0
10.895049,13.627817,Sub-Saharan Africa,Nigeria,0
10.895222,123.018631,Southeast Asia,Philippines,0
10.897831,11.608189,Sub-Saharan Africa,Nigeria,1
10.897831,11.609238,Sub-Saharan Africa,Nigeria,19
10.89787,13.378825,Sub-Saharan Africa,Nigeria,1
10.89805,11.607956,Sub-Saharan Africa,Nigeria,0
10.9,29.9,Sub-Saharan Africa,Sudan,15
10.900176,13.382888,Sub-Saharan Africa,Nigeria,2
10.900763,30.069372,Sub-Saharan Africa,Sudan,114
10.902124,123.071524,Southeast Asia,Philippines,2
10.902533,12.83032,Sub-Saharan Africa,Nigeria,2
10.903879,7.481392,Sub-Saharan Africa,Nigeria,5
10.90584,-74.172483,South America,Colombia,11
10.905959,12.088962,Sub-Saharan Africa,Nigeria,2
10.906042,12.088592,Sub-Saharan Africa,Nigeria,21
10.906089,12.089031,Sub-Saharan Africa,Nigeria,1
10.906124,12.966582,Sub-Saharan Africa,Nigeria,0
10.906252,12.089171,Sub-Saharan Africa,Nigeria,21
10.906661,12.089108,Sub-Saharan Africa,Nigeria,23
10.907178,12.089419,Sub-Saharan Africa,Nigeria,0
10.907588,12.088498,Sub-Saharan Africa,Nigeria,2
10.908407,12.088402,Sub-Saharan Africa,Nigeria,3
10.910278,14.423333,Sub-Saharan Africa,Cameroon,2
10.910509,11.280403,Sub-Saharan Africa,Nigeria,0
10.910556,11.291944,Sub-Saharan Africa,Nigeria,1
10.911592,14.4209,Sub-Saharan Africa,Cameroon,1
10.912396,-83.908752,Central America & Caribbean,Nicaragua,15
10.913944,11.271926,Sub-Saharan Africa,Nigeria,1
10.91431,11.27374,Sub-Saharan Africa,Nigeria,1
10.91518,-83.68092,Central America & Caribbean,Nicaragua,0
10.916619,124.699994,Southeast Asia,Philippines,1
10.916667,13.066667,Sub-Saharan Africa,Nigeria,2
10.91685,-74.76634,South America,Colombia,1
10.917222,13.979722,Sub-Saharan Africa,Cameroon,16
10.918333,-74.764444,South America,Colombia,0
10.918889,29.707778,Sub-Saharan Africa,Sudan,0
10.91987,-83.70349,Central America & Caribbean,Nicaragua,50
10.922209,13.843058,Sub-Saharan Africa,Cameroon,0
10.923333,49.258056,Sub-Saharan Africa,Somalia,4
10.923889,47.855,Sub-Saharan Africa,Somalia,5
10.926348,123.309328,Southeast Asia,Philippines,0
10.927531,13.026084,Sub-Saharan Africa,Nigeria,6
10.92779,-72.94364,South America,Colombia,2
10.92993,122.387862,Southeast Asia,Philippines,0
10.93119,13.739053,Sub-Saharan Africa,Cameroon,2
10.934722,123.118056,Southeast Asia,Philippines,0
10.935539,123.421971,Southeast Asia,Philippines,0
10.937568,13.718626,Sub-Saharan Africa,Cameroon,20
10.93886,-83.69796,Central America & Caribbean,Nicaragua,18
10.944955,-83.737732,Central America & Caribbean,Nicaragua,22
10.946827,-83.735635,Central America & Caribbean,Nicaragua,0
10.947564,-83.735898,Central America & Caribbean,Nicaragua,30
10.947798,79.424069,South Asia,India,0
10.949985,-84.783367,Central America & Caribbean,Costa Rica,3
10.950041,39.499999,Sub-Saharan Africa,Ethiopia,74
10.950236,-74.11702,South America,Colombia,0
10.950626,123.336393,Southeast Asia,Philippines,2
10.951539,122.504215,Southeast Asia,Philippines,0
10.953278,-83.921751,Central America & Caribbean,Nicaragua,10
10.953937,10.175996,Sub-Saharan Africa,Nigeria,0
10.95667,-72.78887,South America,Colombia,0
10.95684,123.308547,Southeast Asia,Philippines,3
10.95739,76.971507,South Asia,India,0
10.957413,106.842687,Southeast Asia,Vietnam,0
10.95803,123.123,Southeast Asia,Philippines,7
10.95938,10.182713,Sub-Saharan Africa,Nigeria,0
10.964449,13.904308,Sub-Saharan Africa,Cameroon,23
10.966732,14.233514,Sub-Saharan Africa,Cameroon,5
10.967272,13.665693,Sub-Saharan Africa,Nigeria,0
10.970246,13.666146,Sub-Saharan Africa,Nigeria,0
10.973114,14.234245,Sub-Saharan Africa,Cameroon,26
10.973388,12.03524,Sub-Saharan Africa,Nigeria,0
10.974698,124.893489,Southeast Asia,Philippines,6
10.981412,-74.778319,South America,Colombia,51
10.9825,13.660556,Sub-Saharan Africa,Nigeria,2
10.982553,13.660629,Sub-Saharan Africa,Nigeria,1
10.9833,49.1667,Sub-Saharan Africa,Somalia,19
10.983367,49.218435,Sub-Saharan Africa,Somalia,3
10.983832,13.350346,Sub-Saharan Africa,Nigeria,5
10.98422,13.85415,Sub-Saharan Africa,Cameroon,3
10.984639,-84.323565,Central America & Caribbean,Nicaragua,132
10.985956,49.055068,Sub-Saharan Africa,Somalia,1
10.98766,-74.95335,South America,Colombia,1
10.989054,76.84127,South Asia,India,0
10.989777,12.153689,Sub-Saharan Africa,Nigeria,3
10.989985,49.056877,Sub-Saharan Africa,Somalia,48
10.990133,13.728057,Sub-Saharan Africa,Nigeria,10
10.99087,14.231454,Sub-Saharan Africa,Cameroon,22
10.993331,49.057334,Sub-Saharan Africa,Somalia,2
10.996417,10.408653,Sub-Saharan Africa,Nigeria,2
10.996501,10.408754,Sub-Saharan Africa,Nigeria,0
10.99779,10.410488,Sub-Saharan Africa,Nigeria,0
10.998333,13.941389,Sub-Saharan Africa,Cameroon,5
10.998478,13.941476,Sub-Saharan Africa,Cameroon,8
10.998922,11.714447,Sub-Saharan Africa,Nigeria,11
10.999292,10.410744,Sub-Saharan Africa,Nigeria,2
10.999304,13.941953,Sub-Saharan Africa,Cameroon,3
10.99967,10.408503,Sub-Saharan Africa,Nigeria,1
11.0,13.833333,Sub-Saharan Africa,Cameroon,0
11.000551,49.02069,Sub-Saharan Africa,Somalia,1
11.000639,-72.756321,South America,Colombia,1
11.000868,13.329817,Sub-Saharan Africa,Nigeria,0
11.00121,13.328747,Sub-Saharan Africa,Nigeria,9
11.001601,122.516703,Southeast Asia,Philippines,0
11.002222,13.831944,Sub-Saharan Africa,Cameroon,3
11.00346,13.94109,Sub-Saharan Africa,Cameroon,0
11.004712,13.575789,Sub-Saharan Africa,Nigeria,4
11.004712,77.563163,South Asia,India,0
11.004984,122.537274,Southeast Asia,Philippines,0
11.00565,-85.04845,Central America & Caribbean,Nicaragua,0
11.007421,29.716274,Sub-Saharan Africa,Sudan,2
11.008501,49.025617,Sub-Saharan Africa,Somalia,2
11.008682,29.715323,Sub-Saharan Africa,Sudan,3
11.009443,29.708748,Sub-Saharan Africa,Sudan,0
11.00949,13.898467,Sub-Saharan Africa,Cameroon,30
11.010252,29.712516,Sub-Saharan Africa,Sudan,1
11.010428,29.712634,Sub-Saharan Africa,Sudan,1
11.010544,29.713051,Sub-Saharan Africa,Sudan,1
11.01079,-74.25162,South America,Colombia,37
11.010791,29.715601,Sub-Saharan Africa,Sudan,2
11.015408,29.496356,Sub-Saharan Africa,Sudan,1
11.016492,29.717114,Sub-Saharan Africa,Sudan,0
11.016663,29.716667,Sub-Saharan Africa,Sudan,15
11.016667,29.716667,Sub-Saharan Africa,Sudan,121
11.016768,29.71615,Sub-Saharan Africa,Sudan,0
11.016796,29.716448,Sub-Saharan Africa,Sudan,0
11.016845,76.955832,South Asia,India,60
11.016887,124.600609,Southeast Asia,Philippines,3
11.017941,25.155426,Sub-Saharan Africa,Sudan,1
11.01844,-84.39811,Central America & Caribbean,Nicaragua,52
11.02,13.811667,Sub-Saharan Africa,Cameroon,0
11.020053,13.545297,Sub-Saharan Africa,Nigeria,7
11.020321,13.966398,Sub-Saharan Africa,Cameroon,13
11.023447,30.120241,Sub-Saharan Africa,Sudan,55
11.02429,105.46509,Southeast Asia,Cambodia,0
11.025189,122.441258,Southeast Asia,Philippines,0
11.025766,105.071011,Southeast Asia,Cambodia,0
11.031028,-84.714691,Central America & Caribbean,Costa Rica,0
11.033333,-72.65,South America,Colombia,0
11.03336,-72.64995,South America,Colombia,0
11.033751,13.9431,Sub-Saharan Africa,Cameroon,8
11.03465,125.733197,Southeast Asia,Philippines,1
11.03526,76.995034,South Asia,India,0
11.03537,-72.661686,South America,Colombia,0
11.036333,30.249001,Sub-Saharan Africa,Sudan,50
11.037222,12.266389,Sub-Saharan Africa,Nigeria,0
11.041,76.083,South Asia,India,0
11.041301,76.082805,South Asia,India,0
11.042822,124.61751,Southeast Asia,Philippines,0
11.043087,13.976607,Sub-Saharan Africa,Cameroon,1
11.044074,14.148715,Sub-Saharan Africa,Cameroon,3
11.046254,12.645964,Sub-Saharan Africa,Nigeria,5
11.046517,14.140795,Sub-Saharan Africa,Cameroon,1
11.046735,14.140454,Sub-Saharan Africa,Cameroon,58
11.046869,49.18931,Sub-Saharan Africa,Somalia,0
11.046963,14.21242,Sub-Saharan Africa,Cameroon,3
11.047889,49.180611,Sub-Saharan Africa,Somalia,1
11.049678,14.150158,Sub-Saharan Africa,Cameroon,11
11.050002,14.149982,Sub-Saharan Africa,Cameroon,11
11.050162,13.843544,Sub-Saharan Africa,Cameroon,0
11.050256,13.805895,Sub-Saharan Africa,Nigeria,10
11.05083,7.711051,Sub-Saharan Africa,Nigeria,2
11.05165,13.786363,Sub-Saharan Africa,Nigeria,0
11.052698,13.688003,Sub-Saharan Africa,Nigeria,5
11.053073,12.807238,Sub-Saharan Africa,Nigeria,61
11.0544,105.81676,Southeast Asia,Cambodia,23
11.054507,12.721461,Sub-Saharan Africa,Nigeria,9
11.056787,12.808716,Sub-Saharan Africa,Nigeria,1
11.056929,11.930298,Sub-Saharan Africa,Nigeria,10
11.057306,11.93367,Sub-Saharan Africa,Nigeria,10
11.062163,25.039516,Sub-Saharan Africa,Sudan,1
11.063275,7.700373,Sub-Saharan Africa,Nigeria,3
11.063277,26.741664,Sub-Saharan Africa,Sudan,9
11.063347,76.541261,South Asia,India,0
11.06561,-72.76391,South America,Colombia,21
11.066584,7.699986,Sub-Saharan Africa,Nigeria,26
11.06667,-85.1,Central America & Caribbean,Nicaragua,21
11.06677,7.69997,Sub-Saharan Africa,Nigeria,0
11.067196,7.699512,Sub-Saharan Africa,Nigeria,7
11.07313,13.711096,Sub-Saharan Africa,Nigeria,0
11.076193,14.568456,Sub-Saharan Africa,Cameroon,2
11.079703,77.175836,South Asia,India,30
11.079773,13.700752,Sub-Saharan Africa,Nigeria,4
11.081187,13.695173,Sub-Saharan Africa,Nigeria,9
11.08192,7.715956,Sub-Saharan Africa,Nigeria,27
11.083785,12.849184,Sub-Saharan Africa,Nigeria,17
11.083973,13.682182,Sub-Saharan Africa,Nigeria,100
11.083983,13.693092,Sub-Saharan Africa,Nigeria,252
11.08477,13.692086,Sub-Saharan Africa,Nigeria,3
11.084916,13.701512,Sub-Saharan Africa,Nigeria,3
11.08533,-85.70826,Central America & Caribbean,Nicaragua,0
11.085793,13.692484,Sub-Saharan Africa,Nigeria,24
11.085941,13.69109,Sub-Saharan Africa,Nigeria,0
11.08623,13.691321,Sub-Saharan Africa,Nigeria,0
11.087281,76.939387,South Asia,India,0
11.088228,13.708742,Sub-Saharan Africa,Nigeria,6
11.08947,24.679864,Sub-Saharan Africa,Sudan,3
11.089718,13.68837,Sub-Saharan Africa,Nigeria,31
11.089722,13.688376,Sub-Saharan Africa,Nigeria,13
11.089722,13.688377,Sub-Saharan Africa,Nigeria,15
11.091516,14.203432,Sub-Saharan Africa,Cameroon,3
11.093682,14.193092,Sub-Saharan Africa,Cameroon,1
11.093949,25.794635,Sub-Saharan Africa,Sudan,1
11.095216,13.612451,Sub-Saharan Africa,Nigeria,0
11.095597,33.707926,Sub-Saharan Africa,Sudan,1
11.09576,11.335948,Sub-Saharan Africa,Nigeria,2
11.095833,11.3325,Sub-Saharan Africa,Nigeria,11
11.09817,-83.94608,Central America & Caribbean,Nicaragua,16
11.099396,14.096603,Sub-Saharan Africa,Cameroon,2
11.099467,14.195931,Sub-Saharan Africa,Cameroon,4
11.09983,-72.53402,South America,Colombia,0
11.100556,124.685833,Southeast Asia,Philippines,0
11.101431,76.647229,South Asia,India,1
11.102269,76.647001,South Asia,India,0
11.104873,48.971616,Sub-Saharan Africa,Somalia,2
11.105474,13.673832,Sub-Saharan Africa,Nigeria,0
11.106175,14.173755,Sub-Saharan Africa,Cameroon,8
11.106399,13.507003,Sub-Saharan Africa,Nigeria,17
11.106443,11.374312,Sub-Saharan Africa,Nigeria,3
11.107096,11.374178,Sub-Saharan Africa,Nigeria,0
11.107834,12.761358,Sub-Saharan Africa,Nigeria,4
11.107849,13.813551,Sub-Saharan Africa,Nigeria,213
11.108524,77.341066,South Asia,India,0
11.110399,14.038569,Sub-Saharan Africa,Cameroon,9
11.110724,125.445758,Southeast Asia,Philippines,0
11.111769,14.038411,Sub-Saharan Africa,Cameroon,9
11.113587,25.294738,Sub-Saharan Africa,Sudan,2
11.114688,25.294221,Sub-Saharan Africa,Sudan,1
11.114752,25.294691,Sub-Saharan Africa,Sudan,1
11.115472,13.934921,Sub-Saharan Africa,Cameroon,27
11.115651,25.294909,Sub-Saharan Africa,Sudan,1
11.115736,25.294896,Sub-Saharan Africa,Sudan,1
11.115797,13.900695,Sub-Saharan Africa,Cameroon,3
11.115971,26.435749,Sub-Saharan Africa,Sudan,2
11.11651,14.32935,Sub-Saharan Africa,Cameroon,6
11.116589,76.33333,South Asia,India,0
11.117201,103.744038,Southeast Asia,Cambodia,3
11.118867,11.515662,Sub-Saharan Africa,Nigeria,9
11.119321,49.1593,Sub-Saharan Africa,Somalia,1
11.119894,122.570625,Southeast Asia,Philippines,3
11.120469,13.874139,Sub-Saharan Africa,Cameroon,6
11.122297,122.51087,Southeast Asia,Philippines,0
11.122419,12.039609,Sub-Saharan Africa,Nigeria,2
11.122998,13.791547,Sub-Saharan Africa,Nigeria,0
11.1236,-84.77795,Central America & Caribbean,Nicaragua,46
11.125833,7.846944,Sub-Saharan Africa,Nigeria,2
11.125879,13.79153,Sub-Saharan Africa,Nigeria,30
11.126492,13.78975,Sub-Saharan Africa,Nigeria,100
11.127122,78.656894,South Asia,India,20
11.127123,78.656894,South Asia,India,5
11.127229,13.790488,Sub-Saharan Africa,Nigeria,1
11.12742,13.790423,Sub-Saharan Africa,Nigeria,0
11.128632,13.79461,Sub-Saharan Africa,Nigeria,26
11.130211,-84.77714,Central America & Caribbean,Nicaragua,2
11.132007,25.949911,Sub-Saharan Africa,Sudan,0
11.132262,29.808851,Sub-Saharan Africa,Sudan,2
11.132346,-84.355789,Central America & Caribbean,Nicaragua,32
11.132623,14.060434,Sub-Saharan Africa,Cameroon,1
11.13264,22.923065,Sub-Saharan Africa,Chad,0
11.133775,12.951875,Sub-Saharan Africa,Nigeria,68
11.134107,-72.92648,South America,Colombia,9
11.134261,13.87221,Sub-Saharan Africa,Nigeria,0
11.134689,122.500626,Southeast Asia,Philippines,0
11.1347,13.874979,Sub-Saharan Africa,Nigeria,5
11.134722,13.876944,Sub-Saharan Africa,Nigeria,3
11.135535,13.88259,Sub-Saharan Africa,Cameroon,8
11.135556,13.881944,Sub-Saharan Africa,Cameroon,10
11.13652,13.884008,Sub-Saharan Africa,Cameroon,2
11.13685,-85.354451,Central America & Caribbean,Nicaragua,63
11.136997,13.883985,Sub-Saharan Africa,Cameroon,0
11.137871,12.474454,Sub-Saharan Africa,Nigeria,7
11.14579,122.514644,Southeast Asia,Philippines,0
11.146667,13.892778,Sub-Saharan Africa,Cameroon,0
11.1468,13.89296,Sub-Saharan Africa,Cameroon,15
11.148454,13.953275,Sub-Saharan Africa,Cameroon,2
11.148761,105.829697,Southeast Asia,Cambodia,1
11.1488,-85.33946,Central America & Caribbean,Nicaragua,0
11.148978,12.761613,Sub-Saharan Africa,Nigeria,2
11.14997,12.750093,Sub-Saharan Africa,Nigeria,8
11.15,-85.76667,Central America & Caribbean,Nicaragua,5
11.150919,122.651762,Southeast Asia,Philippines,0
11.151713,-85.667861,Central America & Caribbean,Nicaragua,2
11.151905,12.758704,Sub-Saharan Africa,Nigeria,431
11.153746,13.728327,Sub-Saharan Africa,Nigeria,30
11.154241,12.77021,Sub-Saharan Africa,Nigeria,27
11.154345,23.585242,Sub-Saharan Africa,Sudan,17
11.154461,-84.607354,Central America & Caribbean,Nicaragua,28
11.154838,13.734206,Sub-Saharan Africa,Nigeria,0
11.155046,14.072689,Sub-Saharan Africa,Cameroon,9
11.155944,12.756954,Sub-Saharan Africa,Nigeria,1
11.155994,13.985395,Sub-Saharan Africa,Cameroon,3
11.156084,12.756611,Sub-Saharan Africa,Nigeria,50
11.156231,12.756815,Sub-Saharan Africa,Nigeria,0
11.156318,12.756395,Sub-Saharan Africa,Nigeria,8
11.156426,13.715018,Sub-Saharan Africa,Nigeria,11
11.15664,12.75633,Sub-Saharan Africa,Nigeria,7
11.156907,12.756605,Sub-Saharan Africa,Nigeria,17
11.156978,13.733971,Sub-Saharan Africa,Nigeria,18
11.157066,12.757969,Sub-Saharan Africa,Nigeria,22
11.157449,12.755573,Sub-Saharan Africa,Nigeria,0
11.157503,12.762843,Sub-Saharan Africa,Nigeria,9
11.15782,12.76046,Sub-Saharan Africa,Nigeria,12
11.157893,14.09157,Sub-Saharan Africa,Cameroon,8
11.158063,124.990945,Southeast Asia,Philippines,1
11.158864,13.663927,Sub-Saharan Africa,Nigeria,10
11.1597,-72.5856,South America,Colombia,0
11.161162,-72.591641,South America,Colombia,0
11.16136,14.004392,Sub-Saharan Africa,Cameroon,1
11.161659,48.197037,Sub-Saharan Africa,Somalia,0
11.162543,14.013976,Sub-Saharan Africa,Cameroon,217
11.163683,13.710289,Sub-Saharan Africa,Nigeria,10
11.166562,123.017078,Southeast Asia,Philippines,1
11.166667,23.583333,Sub-Saharan Africa,Sudan,51
11.166667,26.5,Sub-Saharan Africa,Sudan,22
11.167602,13.741359,Sub-Saharan Africa,Nigeria,5
11.169421,14.092274,Sub-Saharan Africa,Cameroon,21
11.169598,13.792805,Sub-Saharan Africa,Nigeria,0
11.169659,124.853559,Southeast Asia,Philippines,1
11.170487,13.426923,Sub-Saharan Africa,Nigeria,9
11.17275,13.429547,Sub-Saharan Africa,Nigeria,66
11.1733,-85.4589,Central America & Caribbean,Nicaragua,0
11.175149,14.037516,Sub-Saharan Africa,Cameroon,3
11.175928,13.582191,Sub-Saharan Africa,Nigeria,0
11.181067,-69.859741,South America,Venezuela,1
11.181479,13.753638,Sub-Saharan Africa,Nigeria,7
11.183694,14.016976,Sub-Saharan Africa,Cameroon,0
11.183863,13.917057,Sub-Saharan Africa,Cameroon,9
11.184142,29.395218,Sub-Saharan Africa,Sudan,10
11.184165,13.914165,Sub-Saharan Africa,Cameroon,6
11.184167,13.914167,Sub-Saharan Africa,Cameroon,52
11.18417,13.91423,Sub-Saharan Africa,Cameroon,3
11.184199,13.914285,Sub-Saharan Africa,Cameroon,44
11.184495,13.914122,Sub-Saharan Africa,Cameroon,2
11.184809,13.914295,Sub-Saharan Africa,Cameroon,3
11.185278,13.884167,Sub-Saharan Africa,Nigeria,48
11.185596,14.128161,Sub-Saharan Africa,Cameroon,0
11.187278,124.782207,Southeast Asia,Philippines,2
11.188,124.782,Southeast Asia,Philippines,0
11.188153,-85.680286,Central America & Caribbean,Nicaragua,0
11.18954,125.013987,Southeast Asia,Philippines,0
11.193889,14.011389,Sub-Saharan Africa,Cameroon,0
11.194748,26.38335,Sub-Saharan Africa,Sudan,0
11.195915,49.314369,Sub-Saharan Africa,Somalia,4
11.196292,28.525827,Sub-Saharan Africa,Sudan,5
11.197546,-85.51101,Central America & Caribbean,Nicaragua,8
11.198331,29.417752,Sub-Saharan Africa,Sudan,8
11.199019,29.417932,Sub-Saharan Africa,Sudan,33
11.199038,13.373917,Sub-Saharan Africa,Nigeria,0
11.209709,119.462254,Southeast Asia,Philippines,0
11.209908,75.81272,South Asia,India,0
11.209956,25.045598,Sub-Saharan Africa,Sudan,0
11.212292,99.51344,Southeast Asia,Thailand,0
11.212746,14.117764,Sub-Saharan Africa,Cameroon,8
11.213475,124.393597,Southeast Asia,Philippines,1
11.214282,125.002141,Southeast Asia,Philippines,2
11.215955,13.992253,Sub-Saharan Africa,Cameroon,2
11.216079,35.09233,Sub-Saharan Africa,Ethiopia,13
11.216977,122.434284,Southeast Asia,Philippines,0
11.217222,13.104722,Sub-Saharan Africa,Nigeria,0
11.21821,-85.61359,Central America & Caribbean,Nicaragua,1
11.218349,13.958919,Sub-Saharan Africa,Cameroon,11
11.21902,35.092855,Sub-Saharan Africa,Ethiopia,9
11.219167,14.035833,Sub-Saharan Africa,Cameroon,3
11.21954,78.167543,South Asia,India,0
11.22223,13.783822,Sub-Saharan Africa,Nigeria,53
11.223463,14.119124,Sub-Saharan Africa,Cameroon,2
11.227,122.925,Southeast Asia,Philippines,2
11.228326,25.137076,Sub-Saharan Africa,Sudan,0
11.2329,78.879868,South Asia,India,0
11.235267,75.793829,South Asia,India,0
11.236522,14.126195,Sub-Saharan Africa,Cameroon,378
11.238678,14.153845,Sub-Saharan Africa,Cameroon,10
11.240039,-74.213163,South America,Colombia,0
11.240534,-74.211035,South America,Colombia,0
11.241991,-74.205384,South America,Colombia,1
11.242035,-74.205384,South America,Colombia,15
11.242199,122.695547,Southeast Asia,Philippines,0
11.24243,-84.79098,Central America & Caribbean,Nicaragua,1
11.243042,14.141388,Sub-Saharan Africa,Cameroon,6
11.244315,125.004748,Southeast Asia,Philippines,10
11.245132,125.000279,Southeast Asia,Philippines,1
11.245303,-73.558946,South America,Colombia,2
11.245556,48.8925,Sub-Saharan Africa,Somalia,0
11.246031,75.95365,South Asia,India,1
11.246551,25.224832,Sub-Saharan Africa,Sudan,16
11.247069,12.01246,Sub-Saharan Africa,Nigeria,133
11.24725,-74.20166,South America,Colombia,6
11.248282,124.99458,Southeast Asia,Philippines,1
11.24944,13.999003,Sub-Saharan Africa,Cameroon,2
11.25,8.4,Sub-Saharan Africa,Nigeria,9
11.25,13.4167,Sub-Saharan Africa,Nigeria,15
11.250852,-60.576499,Central America & Caribbean,Trinidad and Tobago,0
11.250942,124.001041,Southeast Asia,Philippines,0
11.252739,42.799574,Sub-Saharan Africa,Djibouti,0
11.254022,49.200417,Sub-Saharan Africa,Somalia,3
11.255011,14.150642,Sub-Saharan Africa,Nigeria,26
11.255119,14.154533,Sub-Saharan Africa,Nigeria,1
11.257429,30.744113,Sub-Saharan Africa,Sudan,1
11.258062,25.22453,Sub-Saharan Africa,Sudan,1
11.258753,75.78041,South Asia,India,0
11.259754,14.243769,Sub-Saharan Africa,Cameroon,3
11.260506,50.204782,Sub-Saharan Africa,Somalia,7
11.26093,-85.77908,Central America & Caribbean,Nicaragua,0
11.261504,122.536964,Southeast Asia,Philippines,5
11.261855,122.689195,Southeast Asia,Philippines,0
11.261925,122.538903,Southeast Asia,Philippines,0
11.262346,14.965293,Sub-Saharan Africa,Cameroon,0
11.263506,122.53376,Southeast Asia,Philippines,0
11.263567,14.005683,Sub-Saharan Africa,Cameroon,1
11.263605,122.688646,Southeast Asia,Philippines,3
